Continuous Case:
Configuration:
pho = 0.1
diff_thresold = 1e-5
train_error_threshold = 1e-5
   684      3037    3435.78859040       0.00232600
   685      3039    3435.75136616       0.00245315
   686      3042    3435.71164113       0.00268470
   687      3045    3435.67542348       0.00247050
   688      3048    3435.63220528       0.00266692
   689      3051    3435.59303506       0.00256272
   690      3054    3435.54695840       0.00305207
   691      3058    3435.49637404       0.00286072
   692      3062    3435.43962536       0.00283125
   693      3066    3435.39432482       0.00302156
   694      3070    3435.34503499       0.00279631
   695      3074    3435.29237777       0.00276543
   696      3078    3435.24488765       0.00305143
   697      3082    3435.19877599       0.00280186
   698      3086    3435.13713494       0.00307050
   699      3090    3435.07259058       0.00371504
   700      3094    3435.00633634       0.00317454
   701      3097    3434.97120483       0.00195387
   702      3099    3434.94308900       0.00240615
   703      3102    3434.89970700       0.00271257
   704      3105    3434.82789289       0.00334509
   705      3109    3434.74701513       0.00262095
   706      3112    3434.69018520       0.00308436
   707      3116    3434.64542541       0.00261591
   708      3120    3434.59290055       0.00270118
   709      3124    3434.53790247       0.00254103
   710      3128    3434.49364481       0.00257299
   711      3132    3434.44670683       0.00274321
   712      3136    3434.40124507       0.00267823
   713      3140    3434.35379255       0.00257612
   714      3144    3434.31455982       0.00225941
   715      3148    3434.27560690       0.00209955
   716      3152    3434.23304502       0.00282199
   717      3156    3434.19058931       0.00276066
   718      3160    3434.11725587       0.00382084
   719      3165    3433.92925448       0.00500958
   720      3169    3433.72277962       0.00580331
   721      3172    3433.60119493       0.00488785
   722      3175    3433.43470632       0.00573137
   723      3178    3433.32115292       0.00343655
   724      3181    3433.27352344       0.00276971
   725      3183    3433.22272831       0.00251661
   726      3185    3433.18336290       0.00246081
   727      3188    3433.15006365       0.00256299
   728      3191    3433.11352442       0.00236690
   729      3194    3433.06523497       0.00244943
   730      3197    3433.02906435       0.00289629
   731      3200    3432.98334855       0.00241949
   732      3203    3432.93538717       0.00259673
   733      3207    3432.89210635       0.00302376
   734      3211    3432.84390548       0.00265565
   735      3215    3432.79440484       0.00280793
   736      3219    3432.73787727       0.00297027
   737      3223    3432.69200998       0.00317675
   738      3227    3432.61540669       0.00294969
   739      3231    3432.56947063       0.00261372
   740      3235    3432.53265802       0.00238929
   741      3238    3432.51558454       0.00158007
   742      3241    3432.49252894       0.00236731
   743      3244    3432.43951258       0.00236535
   744      3247    3432.38363533       0.00307070
   745      3251    3432.30912886       0.00278521
   746      3255    3432.26066583       0.00286949
   747      3259    3432.21035163       0.00280412
   748      3263    3432.15132909       0.00261776
   749      3267    3432.09484595       0.00299239
   750      3271    3432.04595593       0.00222669
   751      3274    3432.00876702       0.00218744
   752      3277    3431.97839432       0.00215164
   753      3281    3431.94834529       0.00235437
   754      3285    3431.89759498       0.00269189
   755      3289    3431.84608850       0.00260817
   756      3293    3431.77077707       0.00337233
   757      3297    3431.68070398       0.00420216
   758      3302    3431.56379152       0.00458375
   759      3307    3431.38737736       0.00502499
   760      3312    3430.94908844       0.00897596
   761      3315    3430.64972100       0.00570929
   762      3318    3430.60455235       0.00671900
   763      3321    3430.45888731       0.00473269
   764      3324    3430.34168008       0.00415286
   765      3327    3430.22808037       0.00402551
   766      3330    3430.14182071       0.00356293
   767      3333    3430.09023729       0.00285240
   768      3336    3430.03882410       0.00248204
   769      3339    3430.00187765       0.00240535
   770      3342    3429.97743999       0.00214220
   771      3345    3429.94343837       0.00213406
   772      3348    3429.90871781       0.00274488
   773      3352    3429.86606642       0.00294251
   774      3356    3429.81023329       0.00276777
   775      3360    3429.76172763       0.00284421
   776      3364    3429.71637846       0.00299447
   777      3368    3429.66766942       0.00270815
   778      3372    3429.61506270       0.00309069
   779      3376    3429.56360534       0.00276541
   780      3380    3429.52118566       0.00277472
   781      3383    3429.50115586       0.00146538
   782      3385    3429.48533242       0.00169329
   783      3388    3429.46394512       0.00186145
   784      3391    3429.43678838       0.00215752
   785      3394    3429.39765742       0.00241824
   786      3398    3429.33858659       0.00310331
   787      3402    3429.25316005       0.00286035
   788      3406    3429.19338580       0.00264935
   789      3410    3429.13298390       0.00250797
   790      3414    3429.10048635       0.00250129
   791      3418    3429.05893703       0.00256274
   792      3422    3429.01311127       0.00237340
   793      3426    3428.95687807       0.00257031
   794      3430    3428.89764378       0.00246743
   795      3434    3428.84374971       0.00301410
   796      3438    3428.75001515       0.00419183
   797      3443    3428.60390073       0.00515364
   798      3448    3428.37712900       0.00705408
   799      3454    3428.07462225       0.00556692
   800      3459    3427.85057728       0.00732082
   801      3463    3427.68694462       0.00489701
   802      3466    3427.55584768       0.00735553
   803      3470    3427.35023694       0.00533708
   804      3473    3427.19901637       0.00466390
   805      3476    3427.08157087       0.00453741
   806      3479    3426.97815121       0.00342509
   807      3482    3426.90934053       0.00333716
   808      3485    3426.85235372       0.00303807
   809      3488    3426.80449870       0.00274392
   810      3491    3426.76453258       0.00240750
   811      3494    3426.71704133       0.00275989
   812      3497    3426.68354766       0.00258700
   813      3500    3426.63523250       0.00268640
   814      3504    3426.58660290       0.00273744
   815      3507    3426.54768323       0.00277991
   816      3511    3426.49630837       0.00288520
   817      3515    3426.45240626       0.00256792
   818      3519    3426.41533929       0.00243104
   819      3523    3426.38125614       0.00222145
   820      3527    3426.35481013       0.00226447
   821      3530    3426.34169105       0.00122361
   822      3533    3426.32969548       0.00153564
   823      3536    3426.30824130       0.00213578
   824      3539    3426.27530577       0.00217217
   825      3542    3426.24497845       0.00182643
   826      3545    3426.21719239       0.00215005
   827      3549    3426.16841165       0.00231695
   828      3553    3426.13404303       0.00261344
   829      3557    3426.09643648       0.00246867
   830      3561    3426.05078382       0.00257270
   831      3565    3425.99601491       0.00308491
   832      3569    3425.91281696       0.00308673
   833      3573    3425.82962915       0.00392209
   834      3578    3425.72782373       0.00413887
   835      3583    3425.60561269       0.00377245
